custid,region,townsize,gender,age,agecat,birthmonth,bday,byear,ed,edcat,jobcat,union,employ,income,empcat,retire,lninc,inccat,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,carditems,cardspent,card2items,card2spent,active,bfast,tenure,churn,longmon,lnlongmon,longten,lnlongten,tollfree,tollmon,lntollmon,tollten,lntollten,equip,equipmon,lnequipmon,equipten,lnequipten,callcard,cardmon,lncardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03,bmnth
7223-WQOPSV-H4H,4,4,0,33,3,November,13,54,14,2,1,0,3,32,2,0,3.46573590279973,2,22.7,1.19856,0.181120836217436,6.06544,1.80260708716771,1,3,1,12,2,4,1,1,0,0,0,0,0,0,1,1,11,3,3,1,1,13.7,1,0,0,1,1,25,1,0,1,1,0,0,0,0,1,1,9,4,0,0,0,4,2,4,0,15,4,2,1,3,0,15,4,6,124.16,7,141.21,1,3,44,0,13.9,2.63188884013665,578.55,6.36052497332235,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,1,18.25,2.9041650800285,805,6.69084227741856,0,0,#NULL!,0,#NULL!,1,0,0,0,1,1,1,1,1,1,25,1,1,1,0,0,1,1,0,1,0,0,0,11
8898-ORQVDW-F5B,3,2,0,57,5,July,15,48,11,1,6,0,31,25,5,1,3.2188758248682,2,11,0.66,-0.415515443961666,2.09,0.73716406597672,0,2,0,-1,-1,2,1,0,0,0,0,1,0,0,0,2,15,3,2,0,0,11.2,1,1,0,1,1,18,1,0,0,1,0,0,0,1,0,0,9,4,0,0,1,5,3,2,1,8,3,2,3,1,1,7,3,13,451.52,3,110.05,0,3,21,0,4.2,1.43508452528932,68.35,4.22464156316996,1,15.75,2.75684036527164,375.05,5.92705935041565,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,0,0,1,0,1,1,0,1,19,1,1,1,0,0,0,0,0,0,0,0,0,7
9165-BGQZIE-JB5,4,2,1,54,5,September,14,40,19,4,6,0,14,125,4,0,4.8283137373023,5,5.7,2.451,0.896496104545975,4.674,1.54201523611667,0,5,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,25,4,4,1,1,64.6,3,0,1,1,1,20,1,0,0,0,0,0,0,0,0,0,9,5,0,1,1,4,3,1,0,11,4,2,1,2,0,9,3,15,430.21,2,58.97,1,2,40,0,6.7,1.90210752639692,271.95,5.60561822586897,0,0,#NULL!,0,#NULL!,1,37.2,3.6163087612791,1410.6,7.25177042477408,1,14.75,2.69124308278583,595,6.38856140554563,1,35.5,3.56953269648137,1289.55,7.16204859928856,1,1,1,2,1,0,1,1,1,1,20,1,1,1,1,1,1,0,1,0,0,0,1,9
3211-CRAXTL-L7G,4,4,1,43,4,June,17,42,17,4,1,0,5,44,2,0,3.78418963391826,2,9.6,1.66848,0.511913032322945,2.55552,0.938255725452665,0,5,0,-1,-1,3,0,0,0,0,0,0,0,0,1,3,21,4,0,-1,-1,-1,-1,-1,1,3,2,36,0,0,1,0,1,0,0,1,0,0,9,5,0,0,1,2,4,3,1,11,4,3,4,1,1,10,3,12,226.74,3,58.97,0,3,31,0,7.25,1.98100146886658,225.15,5.41676684674758,0,0,#NULL!,0,#NULL!,1,30.35,3.41279651750551,937.4,6.84311008548861,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,0,1,0,0,0,0,1,1,14,1,1,1,0,1,1,1,0,0,0,0,0,6
4467-HQTBGE-T9R,5,5,0,31,3,February,13,48,18,4,3,0,3,137,2,0,4.91998092582813,5,5.3,1.575637,0.454659634956432,5.685363,1.73789497740678,0,2,1,20,5,2,0,0,0,0,0,0,0,0,1,1,9,3,2,1,1,68.6,3,0,0,6,3,32,1,0,0,0,0,1,1,0,1,0,9,4,1,0,1,4,2,1,0,7,3,1,1,1,0,4,2,8,198.42,3,100.09,1,1,22,1,3.85,1.34807314829969,86.35,4.45840880459269,0,0,#NULL!,0,#NULL!,1,32.05,3.46729718336668,639.55,6.4607648040454,0,0,#NULL!,0,#NULL!,1,26.8,3.28840188751681,518.95,6.2518075394113,1,0,1,4,0,0,0,0,1,1,19,1,1,1,1,1,1,0,1,0,0,0,0,2
3741-RLHCJC-6U3,3,4,0,33,3,December,15,54,15,3,3,1,6,49,3,0,3.89182029811063,2,7.7,1.20736,0.188436157793809,2.56564,0.942207960170189,0,2,1,18,4,4,1,1,0,0,0,0,0,0,1,1,11,3,1,1,1,25.7,2,0,0,8,4,28,0,0,0,0,0,0,0,1,0,0,9,5,0,0,1,4,2,1,0,15,4,1,3,3,0,15,4,13,670.3,3,172.99,1,3,69,0,36.2,3.58905911883173,2488.25,7.81933493112617,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,1,25.25,3.22882615572137,1650,7.40853056689463,0,0,#NULL!,0,#NULL!,1,0,0,0,0,0,0,0,1,1,13,1,1,1,0,0,1,0,0,1,0,0,0,12
3616-HWFWRS-J0L,2,1,0,20,2,January,19,47,15,3,5,1,0,28,1,0,3.3322045101752,2,10.5,0.21756,-1.52528060442738,2.72244,1.00152853701463,0,2,0,-1,-1,3,1,1,0,0,0,0,0,0,1,1,1,1,2,1,0,8.5,1,0,1,1,1,22,1,0,0,1,0,0,0,1,0,0,9,3,1,0,0,3,3,2,0,2,2,5,3,2,0,2,2,8,148.38,3,55.69,0,2,28,1,3.85,1.34807314829969,98.3,4.58802402715312,1,20.25,3.00815479355255,567.9,6.34194534688339,1,40.3,3.69635146895264,1055.1,6.96139082814805,0,0,#NULL!,0,#NULL!,1,27.1,3.29953372788566,713.3,6.56990208928399,0,1,1,4,1,0,1,1,1,1,16,0,1,1,0,1,1,1,1,0,0,0,0,1
6487-QVKCTD-070,1,1,1,65,6,October,12,46,16,3,2,0,6,60,3,0,4.0943445622221,3,9.9,2.14434,0.762831812725298,3.79566,1.33385830876995,0,1,1,14,2,2,2,0,2,0,0,0,0,0,1,1,17,4,1,1,1,41.9,3,1,1,3,2,23,0,0,1,0,0,0,0,0,0,0,9,2,1,1,0,2,1,3,0,31,5,4,4,2,0,24,5,11,658.37,5,225.08,1,1,62,1,13.95,2.63547950826737,915.15,6.81908798626597,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,1,3.75,1.32175583998232,200,5.29831736654804,0,0,#NULL!,0,#NULL!,1,0,0,1,0,0,0,0,1,1,19,1,1,1,0,1,0,1,0,1,0,0,0,10
2845-KNIRYP-1AZ,3,3,1,62,5,March,7,56,17,4,1,0,18,186,5,0,5.2257466737132,5,20.6,14.253552,2.65700613881165,24.062448,3.18065245100671,0,5,0,-1,-1,2,6,1,0,0,0,0,0,5,1,1,34,5,2,1,0,87.3,3,1,0,8,4,29,1,0,0,0,0,0,0,1,0,1,1,4,0,0,0,3,4,2,0,32,5,2,1,2,1,27,5,7,212.15,6,117.24,1,3,70,0,20.95,3.04213864636815,1484.5,7.30283329420382,1,52.5,3.96081316959758,3538.4,8.17142992655412,1,58.3,4.06560209335645,4004.15,8.29508660227087,1,22.75,3.12456514539696,1565,7.35564110297425,1,67.7,4.21508617991823,4530.1,8.41849929328862,1,1,1,2,1,1,1,1,0,1,19,1,1,1,0,1,1,0,0,1,0,0,0,3
5259-ZYZWME-F11,4,1,1,39,4,March,17,53,9,1,2,0,5,49,2,0,3.89182029811063,2,6.4,2.16384,0.771884421097329,0.97216,-0.0282348790147836,0,4,1,6,1,4,1,1,0,0,0,0,0,0,1,1,17,4,2,1,0,25.1,2,1,0,1,1,19,1,0,0,0,1,0,0,0,0,0,9,4,0,0,0,2,2,2,0,12,4,3,2,4,0,9,3,11,328.93,8,137.87,1,3,25,0,7.45,2.00821403239147,165.3,5.10776200482698,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,1,0,0,0,0,0,0,0,1,1,25,1,1,1,0,0,0,0,0,0,0,0,0,3
0692-OLRDWC-XGB,5,4,1,36,4,March,17,56,17,4,5,0,5,34,2,0,3.52636052461616,2,20.2,3.46834,1.24367609332845,3.39966,1.22367542662178,0,2,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,5,2,4,1,1,18.2,1,0,0,1,1,29,1,0,0,0,1,0,0,1,0,0,9,4,1,0,1,3,2,2,0,18,5,1,1,2,1,15,4,13,588.56,5,162.84,1,1,54,0,16.25,2.78809290877575,882.4,6.78264546793929,1,22.75,3.12456514539696,1292.7,7.1644883332899,1,37.6,3.62700405039585,2070.25,7.63542465191381,1,14,2.63905732961526,730,6.59304453414244,0,0,#NULL!,0,#NULL!,1,0,0,1,0,0,0,0,0,1,22,1,1,1,0,1,0,1,0,1,0,1,0,3
6035-BJITZI-CTD,5,5,1,25,3,February,16,47,13,2,2,0,0,32,1,0,3.46573590279973,2,6.9,0.461472,-0.773333898602477,1.746528,0.557629817200366,0,5,1,16,3,4,0,0,0,0,0,0,0,0,1,1,4,2,2,1,1,17.3,1,0,1,8,4,32,0,0,0,0,0,0,0,1,0,0,9,1,1,1,1,2,3,1,0,2,2,3,4,4,0,2,2,14,343.02,6,115.22,1,1,5,0,3.55,1.26694760348732,24.4,3.19458313229916,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,0,0,0,0,1,1,0,1,21,1,0,0,0,0,0,1,0,0,1,0,0,2
7858-HZMYYL-SX0,5,5,0,43,4,September,16,53,8,1,2,0,4,28,2,0,3.3322045101752,2,12.2,0.46116,-0.774010224617384,2.95484,1.08344450387607,0,5,0,-1,-1,1,1,1,0,0,0,0,0,0,0,2,17,4,4,1,1,13.7,1,1,0,1,1,35,1,0,0,1,0,0,1,0,0,0,9,5,0,0,0,3,3,1,0,7,3,2,3,4,0,4,2,11,481.24,5,140.59,0,3,20,0,6.05,1.80005827204275,107.8,4.6802776584749,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,0,0,1,0,0,1,0,1,21,1,1,1,0,0,0,0,0,0,1,0,0,9
5848-OBDEYF-QFM,5,3,1,26,3,April,17,50,15,3,3,0,2,24,2,0,3.17805383034795,1,13.5,0.91692,-0.0867350515346613,2.32308,0.842893891421721,1,2,1,15,3,3,6,0,1,0,0,0,0,5,1,1,4,2,2,1,0,16.1,1,0,1,1,1,17,1,0,0,1,0,0,0,0,0,0,9,3,1,1,0,4,1,2,0,8,3,2,4,2,1,8,3,11,127.76,3,47.74,1,3,37,1,10.25,2.32727770558442,333.25,5.80889295905882,0,0,#NULL!,0,#NULL!,1,24.4,3.19458313229916,927.7,6.83270840465923,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,0,3,0,0,0,0,1,1,18,1,1,1,0,1,1,1,0,0,0,0,0,4
2957-ETHHYR-BGZ,5,3,0,20,2,August,13,55,15,3,5,0,0,27,1,0,3.29583686600433,2,11.2,0.365904,-1.00538427506811,2.658096,0.977610077020326,0,2,1,16,3,4,4,0,3,0,0,1,0,0,1,1,1,1,3,1,0,16.5,1,1,0,1,1,19,1,0,0,0,1,0,0,0,0,0,9,4,1,0,1,3,2,3,0,2,2,4,4,1,0,2,2,14,440.87,8,233.95,1,1,24,1,6.15,1.81645208181843,168.4,5.12634210180823,1,15.75,2.75684036527164,424.35,6.05055858641569,1,30.8,3.42751468997953,675.75,6.51582318515656,1,21.25,3.05635689537043,490,6.19440539110467,0,0,#NULL!,0,#NULL!,1,0,0,4,0,0,1,1,0,1,23,1,1,1,0,1,1,0,0,0,0,0,0,8
5006-BNNHTO-OTT,2,1,0,49,4,February,16,52,12,2,2,1,2,38,2,0,3.63758615972639,2,7.6,1.435336,0.361398968145071,1.452664,0.373399112148182,1,1,0,-1,-1,1,4,1,0,0,3,0,0,0,1,3,19,4,1,1,1,17.3,1,1,1,7,4,15,0,0,1,1,1,0,1,0,0,0,9,6,0,0,0,4,3,2,0,29,5,3,1,1,0,22,5,14,478.83,7,302.57,1,1,53,0,12.7,2.54160199346455,647.25,6.47273261863165,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,1,19,2.94443897916644,965,6.87212810133899,0,0,#NULL!,0,#NULL!,1,0,0,2,0,0,0,0,0,1,19,1,1,1,0,1,0,0,0,0,0,0,0,2
5965-LSSWOB-EBG,5,4,1,22,2,December,9,52,15,3,2,0,0,17,1,0,2.83321334405622,1,3.1,0.346766,-1.05910507809759,0.180234,-1.71349927236031,0,3,0,-1,-1,2,1,1,0,0,0,0,0,0,0,2,2,1,3,0,0,11.6,1,1,0,1,1,24,1,0,0,1,0,0,0,0,0,0,1,4,0,0,0,2,4,3,0,4,2,4,1,3,1,4,2,14,408.1,7,212.67,1,1,31,1,17.4,2.85647020622048,538.85,6.28943723904284,0,0,#NULL!,0,#NULL!,1,21.15,3.05163990549229,657.85,6.48897694181185,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,1,0,0,3,0,0,0,0,1,1,25,1,1,1,0,1,1,1,0,0,0,0,0,12
7497-UQMUDN-ISJ,3,1,0,48,4,February,16,50,14,2,6,0,11,90,4,0,4.49980967033027,4,7.2,3.61584,1.28532419376336,2.86416,1.05227511345974,0,5,1,14,2,2,1,1,0,0,0,0,0,0,1,1,10,3,2,1,1,58.1,3,0,0,3,2,15,1,0,1,0,0,0,0,0,0,0,1,4,1,0,0,3,2,2,0,30,5,4,2,4,1,28,5,8,175.39,2,53.05,1,1,72,0,28.9,3.36384159511839,1943.25,7.57211710811033,1,39,3.66356164612965,2894.05,7.97041218416727,0,0,#NULL!,0,#NULL!,1,27.75,3.32323584019244,2015,7.60837447438078,0,0,#NULL!,0,#NULL!,1,0,0,0,1,1,1,1,0,1,26,1,1,1,0,0,0,0,0,1,0,0,0,2
9463-GTNGEI-EIZ,3,1,0,74,6,September,18,47,11,1,2,0,14,26,4,0,3.25809653802148,2,12.4,0.212784,-1.54747771231133,3.011216,1.10234398389109,0,4,1,14,2,2,2,1,0,0,0,1,0,0,1,1,28,5,4,1,0,19.2,1,0,0,1,1,27,1,0,0,0,0,0,0,0,0,0,9,2,1,1,1,3,4,2,0,37,5,1,1,1,1,28,5,12,299.23,6,134.49,1,2,72,0,15.3,2.72785282839839,1096.6,6.99996976296995,1,24,3.17805383034795,1642.3,7.40385297734352,0,0,#NULL!,0,#NULL!,1,11,2.39789527279837,795,6.67834211465433,0,0,#NULL!,0,#NULL!,0,0,0,0,1,1,1,1,0,1,22,1,1,1,0,0,0,0,0,1,0,0,0,9
4830-IXDHQP-PGJ,2,2,0,55,5,April,17,53,14,2,6,0,19,112,5,0,4.71849887129509,4,26.1,10.552752,2.35638667898639,18.679248,2.92741317503105,0,4,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,10,3,2,1,1,62.6,3,0,1,1,1,36,1,0,0,1,0,0,0,0,0,0,9,5,0,1,0,1,2,4,0,5,2,4,2,4,0,4,2,7,311.53,9,409.6,0,3,18,0,7.5,2.01490302054226,123.25,4.8142148129228,0,173,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,0,0,0,1,0,1,0,1,16,1,1,1,0,0,0,0,0,0,0,0,0,4
8824-SHUCKM-5H0,3,2,0,58,5,July,13,51,16,3,3,0,11,70,4,0,4.24849524204936,3,9.9,1.9404,0.662894137388925,4.9896,1.60735574622978,0,2,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,24,4,1,1,1,42.2,3,0,1,7,4,23,0,0,0,0,0,0,1,1,0,0,9,4,0,1,1,2,3,1,0,13,4,4,4,2,0,8,3,7,185.51,4,96.38,1,1,13,1,8.3,2.11625551480255,99.7,4.60216567696779,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,1,0,0,0,1,0,1,0,0,1,11,1,1,1,0,0,0,0,1,0,0,0,0,7
2671-KHXXZH-R6J,1,3,0,49,4,August,19,52,18,4,6,1,14,197,4,0,5.28320372873799,5,18.8,14.25886,2.65737846789145,22.77714,3.12575740141018,1,4,1,17,4,7,0,0,0,0,0,0,0,0,0,1,19,4,1,1,1,95.3,3,1,0,1,1,22,1,0,0,1,0,0,1,0,0,0,9,6,1,0,1,1,3,2,0,16,5,3,4,1,0,15,4,15,793.44,10,355.86,1,2,38,0,9.15,2.21375387928743,349.35,5.85607428499846,1,37.25,3.61765194482557,1365.35,7.21916608500798,0,0,#NULL!,0,#NULL!,1,16.25,2.78809290877575,600,6.39692965521615,0,0,#NULL!,0,#NULL!,0,0,0,0,1,1,1,1,0,1,17,1,1,1,0,0,0,0,0,0,0,0,0,8
9706-LRUNNB-VUT,5,2,1,23,2,September,14,58,13,2,1,1,2,15,2,0,2.70805020110221,1,8.1,0.39123,-0.938459656645217,0.82377,-0.19386391424923,1,1,0,-1,-1,1,4,0,1,0,0,3,0,0,0,2,1,1,3,0,0,6.8,1,1,0,1,1,19,1,0,0,0,0,1,0,0,0,0,9,4,1,0,0,4,3,3,0,1,1,3,4,1,0,1,1,7,137,1,15.53,1,3,1,0,1.9,0.641853886172395,1.9,0.641853886172395,1,10.75,2.37490575457367,10.75,2.37490575457367,0,0,#NULL!,0,#NULL!,1,24.25,3.18841661738349,24.25,3.18841661738349,1,12.7,2.54160199346455,12.7,2.54160199346455,0,0,1,0,1,1,1,1,0,1,16,0,0,1,0,1,1,0,0,0,0,0,0,9
1941-WNBUWJ-TT4,3,4,1,52,5,March,19,49,16,3,4,0,17,98,5,0,4.58496747867057,4,22.7,5.205564,1.6497280535454,17.040436,2.83558910792829,0,4,1,18,4,2,0,0,0,0,0,0,0,0,0,2,15,3,3,1,0,62.7,3,0,1,1,1,29,1,0,0,0,0,0,0,1,0,1,1,4,0,0,1,4,2,3,0,34,5,3,4,1,0,25,5,6,92.58,0,0,0,2,67,0,9.55,2.25654115449264,592.6,6.38451963513946,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,1,22,3.09104245335832,1460,7.28619171470238,0,0,#NULL!,0,#NULL!,0,0,0,0,1,0,1,1,0,1,17,1,1,1,0,0,0,0,0,0,0,0,0,3
6628-IPPLBH-OTD,5,2,0,36,4,April,10,55,15,3,5,0,9,116,3,0,4.75359019110636,4,9.6,0.857472,-0.153766753536389,10.278528,2.33005705911278,0,5,0,-1,-1,1,5,0,0,0,0,0,0,5,0,2,9,3,3,1,0,50.7,3,0,1,1,1,21,1,0,0,0,0,0,0,0,0,0,9,3,1,0,1,4,4,4,0,17,5,2,3,3,0,11,4,11,278.67,2,44.61,0,1,33,1,6.95,1.9387416595767,265.25,5.58067277749409,1,45.25,3.81220267014594,1484.55,7.30286697501081,1,37.65,3.6283329542459,1111.15,7.01315079402748,1,14,2.63905732961526,390,5.96614673912369,1,45.3,3.81330703248899,1457,7.28413480619521,0,1,1,2,1,1,1,1,0,1,20,1,1,1,1,1,1,1,1,0,0,1,0,4
5950-ABTMRH-4D5,5,3,0,32,3,July,11,50,11,1,2,0,1,40,1,0,3.68887945411394,2,10.7,1.0272,0.0268366539535598,3.2528,1.17951616389195,0,2,0,-1,-1,1,3,2,1,0,0,0,0,0,1,1,9,3,5,1,1,17.3,1,0,0,1,1,21,1,0,0,1,0,1,0,0,0,0,9,7,1,1,0,4,4,3,0,12,4,1,2,4,0,10,3,8,167.18,2,37.45,1,1,26,0,5.05,1.61938824328727,158.9,5.06827507354267,1,19.25,2.95751106073379,495.55,6.20566825685272,0,0,#NULL!,0,#NULL!,1,14,2.63905732961526,360,5.88610403145016,1,26.75,3.28653447334202,628.15,6.44277899145043,0,0,0,0,0,1,0,1,0,1,23,1,1,1,0,1,0,1,0,0,0,0,0,7
3119-MCSDET-L9F,5,2,0,45,4,December,18,49,17,4,2,1,3,190,2,0,5.24702407216049,5,7,1.9019,0.642853386505478,11.3981,2.43344667484335,1,1,1,15,3,2,10,0,1,0,0,0,0,9,1,1,8,3,3,1,1,85.1,3,0,1,1,1,31,1,0,0,0,1,1,0,0,0,0,9,6,0,0,0,1,2,2,0,7,3,3,1,3,0,4,2,10,386.02,4,191.91,1,1,24,1,3.15,1.14740245283754,106.45,4.66767539133949,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,1,16,2.77258872223978,370,5.91350300563827,1,22.9,3.13113691056019,525.65,6.26463559202184,0,1,0,1,1,1,1,1,0,1,19,1,1,1,1,1,1,1,0,1,0,0,0,12
9473-DFUBBK-ZNM,5,4,1,29,3,February,17,46,19,4,2,0,1,25,1,0,3.2188758248682,2,4.6,0.34385,-1.06754976321629,0.80615,-0.215485449572388,0,2,1,16,3,4,0,0,0,0,0,0,0,0,0,1,7,2,0,-1,-1,-1,-1,-1,0,7,4,27,0,0,0,1,0,0,1,0,1,0,9,5,0,0,1,4,3,3,0,11,4,3,1,4,0,11,4,9,245.06,2,32.83,0,1,66,0,19.9,2.99071973173045,1326.3,7.19014838950031,1,48.75,3.88670519744386,3183.1,8.06561084369089,1,45.3,3.81330703248899,3101.6,8.03967338635672,1,19.25,2.95751106073379,1260,7.13886699994552,1,45.85,3.82537519870247,2946.25,7.98828845425034,1,1,1,1,1,1,1,1,1,1,18,1,1,1,1,1,1,1,1,1,0,0,0,2
4115-QQAQMS-3UO,5,4,1,49,4,August,13,54,12,2,6,1,23,240,5,0,5.48063892334199,5,2,2.376,0.865418401500398,2.424,0.885419068207068,0,5,1,12,2,2,0,0,0,0,0,0,0,0,1,3,29,5,1,1,0,89.3,3,0,0,4,3,28,0,0,0,1,1,0,0,1,0,0,9,5,0,0,0,4,1,1,0,31,5,2,1,2,0,29,5,11,299.42,3,76.08,0,3,72,0,23.5,3.15700042115011,1555.95,7.34984157054595,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,1,41,3.71357206670431,2965,7.99463231143183,0,0,#NULL!,0,#NULL!,1,0,0,0,0,0,0,0,0,1,18,1,1,1,0,0,0,0,0,1,0,0,0,8
8492-XMDDBH-M71,1,3,0,56,5,March,15,48,13,2,4,0,23,74,5,1,4.30406509320417,3,7.3,3.516702,1.25752361859686,1.885298,0.634085898590714,0,2,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,5,2,4,1,0,46.5,3,1,0,1,1,22,1,1,0,1,0,0,0,0,0,1,9,4,0,0,1,1,3,3,0,31,5,3,1,2,0,19,5,10,420.62,3,151.23,0,2,66,0,24.75,3.2088254890147,1672.25,7.42192530399852,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,1,9.25,2.22462355152433,555,6.31896811374643,0,0,#NULL!,0,#NULL!,1,0,0,0,0,0,0,0,0,1,12,1,1,1,0,0,0,0,0,1,0,0,0,3
9949-AFKEEO-2UJ,3,2,0,68,6,September,11,43,20,5,3,0,17,17,5,1,2.83321334405622,1,7.5,0.483225,-0.727272895289321,0.791775,-0.233478018438269,0,3,1,17,4,2,3,3,0,0,0,0,0,0,0,1,22,4,1,1,1,9.1,1,1,0,10,5,30,0,0,0,1,0,0,0,0,0,1,9,2,0,0,1,1,4,1,0,16,5,4,3,3,0,16,5,12,507.09,5,239.9,1,3,52,1,6.05,1.80005827204275,318.7,5.76425022142329,1,17.75,2.87638551592142,925.85,6.83071223448383,1,63,4.14313472639153,3350.9,8.11698424545378,1,27.25,3.30505352110925,1310,7.1777824161952,1,62,4.12713438504509,2954.75,7.99116932389235,1,1,1,4,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,1,0,1,1,9
4259-LUYYFF-MOM,4,4,1,44,4,March,17,59,18,4,6,0,11,54,4,0,3.98898404656427,3,11.5,1.87542,0.62883263433812,4.33458,1.46662471972562,0,2,1,16,3,2,3,1,2,0,0,0,0,0,0,1,11,3,1,1,0,31.1,2,0,0,1,1,20,1,0,0,1,0,0,0,0,0,1,1,4,0,0,1,2,2,4,1,16,5,3,3,4,0,18,5,7,396.73,6,197.64,0,2,48,0,11.15,2.41143949790613,527.75,6.26862268672843,1,22.5,3.11351530921037,1100.65,7.00365619335934,1,30.5,3.41772668361337,1526.5,7.33073281217493,1,7,1.94591014905531,330,5.79909265446053,1,25.5,3.23867845216438,1195.05,7.08594330449449,1,0,0,0,0,1,1,1,1,1,15,1,1,1,0,1,0,1,0,1,0,0,0,3
8614-KKHWFJ-HPK,5,3,0,57,5,October,18,43,15,3,2,0,6,73,3,0,4.29045944114839,3,7.4,0.680652,-0.384704116660235,4.721348,1.55209435204382,0,2,1,15,3,2,9,0,0,0,0,0,0,9,0,3,20,4,2,1,1,40.4,3,0,0,8,4,17,0,0,0,0,1,0,0,1,0,0,9,4,0,0,1,2,1,3,0,18,5,4,2,2,0,17,5,7,175.68,4,149.95,0,3,48,0,13.8,2.62466859216316,721.75,6.58167881854304,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,1,5.25,1.65822807660353,265,5.57972982598622,0,0,#NULL!,0,#NULL!,0,0,0,3,0,0,0,0,0,1,21,1,1,1,0,1,1,1,0,1,0,0,0,10
3436-UUXXBT-FLN,5,3,0,19,2,September,17,46,14,2,4,0,0,12,1,0,2.484906649788,1,2.6,0.107952,-2.22606859509707,0.204048,-1.58940001869759,1,4,1,11,1,5,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,4.8,1,0,0,8,4,24,0,0,0,0,0,0,0,1,0,0,9,5,1,0,0,2,3,1,1,1,1,1,1,4,1,1,1,11,229.37,6,101.83,1,1,22,0,8.45,2.13416644136908,156.4,5.05241682811121,0,0,#NULL!,0,#NULL!,1,34.55,3.54240755021368,713.6,6.5703225812658,1,55.5,4.01638302075239,1205,7.09423484592476,0,0,#NULL!,0,#NULL!,1,1,1,4,1,0,0,0,1,1,13,0,0,1,0,1,1,1,1,0,0,0,0,9
3427-RFRVJO-UTV,4,4,0,51,5,January,13,53,12,2,2,0,4,23,2,0,3.13549421592915,1,14.2,0.75118,-0.286109975510668,2.51482,0.922201230413866,1,5,0,-1,-1,1,2,2,0,0,0,0,0,0,0,2,11,3,0,-1,-1,-1,-1,-1,1,8,4,31,0,1,0,0,0,0,0,1,0,0,9,3,0,0,1,2,1,3,0,16,5,3,3,3,0,14,4,18,373.31,3,72.8,0,1,34,0,16.55,2.80638610182307,559.5,6.32704352775198,0,0,#NULL!,0,#NULL!,0,0,#NULL!,0,#NULL!,1,17.5,2.86220088092947,630,6.44571981938558,0,0,#NULL!,0,#NULL!,0,0,0,0,0,0,0,0,0,1,22,1,1,1,0,0,0,0,1,0,0,0,0,1
